Mean time, std deviation, reps, size
0.000604911,0.00120982,10,24576
0.00110022,0.00220043,100,24576
0.00996414,0.0199283,1000,24576
0.0981097,0.196219,10000,24576
0.975281,1.95056,100000,24576
