0.026752,10,196608,1
0.026383,10,196608,1
0.026299,10,196608,1
0.026603,10,196608,1
0.026253,10,196608,1
0.026496,10,196608,1
0.026331,10,196608,1
0.026358,10,196608,1
0.026475,10,196608,1
0.026314,10,196608,1
0.265186,100,196608,1
0.264736,100,196608,1
0.263798,100,196608,1
0.263944,100,196608,1
0.265537,100,196608,1
0.264821,100,196608,1
0.263400,100,196608,1
0.264793,100,196608,1
0.265780,100,196608,1
0.265653,100,196608,1
2.652979,1000,196608,1
2.649978,1000,196608,1
2.652121,1000,196608,1
2.643753,1000,196608,1
2.649281,1000,196608,1
2.642856,1000,196608,1
2.642685,1000,196608,1
2.640415,1000,196608,1
2.654177,1000,196608,1
2.645453,1000,196608,1
26.449418,10000,196608,1
26.586918,10000,196608,1
26.401662,10000,196608,1
26.506823,10000,196608,1
26.607688,10000,196608,1
26.523509,10000,196608,1
26.531716,10000,196608,1
26.452515,10000,196608,1
26.467715,10000,196608,1
26.579372,10000,196608,1
265.485697,100000,196608,1
264.996957,100000,196608,1
