0.01499,10,589824,8
0.0146303,10,589824,8
0.014988,10,589824,8
0.0156507,10,589824,8
0.0154615,10,589824,8
0.0170112,10,589824,8
0.0154549,10,589824,8
0.0188921,10,589824,8
0.0153558,10,589824,8
0.0153072,10,589824,8
0.108631,100,589824,8
0.108421,100,589824,8
0.108514,100,589824,8
0.10827,100,589824,8
0.108225,100,589824,8
0.108665,100,589824,8
0.108535,100,589824,8
0.109433,100,589824,8
0.107822,100,589824,8
0.108494,100,589824,8
1.04399,1000,589824,8
1.04732,1000,589824,8
1.04624,1000,589824,8
1.04679,1000,589824,8
1.04594,1000,589824,8
1.04368,1000,589824,8
1.05427,1000,589824,8
1.04736,1000,589824,8
1.04998,1000,589824,8
1.04795,1000,589824,8
10.3752,10000,589824,8
10.3578,10000,589824,8
10.3779,10000,589824,8
10.3279,10000,589824,8
10.3677,10000,589824,8
10.3256,10000,589824,8
10.3188,10000,589824,8
10.3363,10000,589824,8
10.3438,10000,589824,8
10.3708,10000,589824,8
103.211,100000,589824,8
103.333,100000,589824,8
103.239,100000,589824,8
103.054,100000,589824,8
103.27,100000,589824,8
103.233,100000,589824,8
103.348,100000,589824,8
103.573,100000,589824,8
103.512,100000,589824,8
103.774,100000,589824,8
