Mean time, std deviation, reps, size
0.00299063,6.78548e-05,10,24576
0.0298132,0.00106514,100,24576
0.294145,0.000538367,1000,24576
2.94341,0.00360354,10000,24576
29.4195,0.0426347,100000,24576
