0.0110774,10,589824,16
0.00965093,10,589824,16
0.00990789,10,589824,16
0.015926,10,589824,16
0.0111829,10,589824,16
0.0223795,10,589824,16
0.0101936,10,589824,16
0.00983845,10,589824,16
0.00975861,10,589824,16
0.0279491,10,589824,16
0.0713588,100,589824,16
0.0576981,100,589824,16
0.0583873,100,589824,16
0.0573089,100,589824,16
0.0607604,100,589824,16
0.0768524,100,589824,16
0.065574,100,589824,16
0.0610046,100,589824,16
0.0774854,100,589824,16
0.0573802,100,589824,16
0.526023,1000,589824,16
0.525277,1000,589824,16
0.540999,1000,589824,16
0.526301,1000,589824,16
0.54022,1000,589824,16
0.525642,1000,589824,16
0.527823,1000,589824,16
0.524774,1000,589824,16
0.525275,1000,589824,16
0.525005,1000,589824,16
5.20271,10000,589824,16
5.21265,10000,589824,16
5.21837,10000,589824,16
5.21492,10000,589824,16
5.24347,10000,589824,16
5.20672,10000,589824,16
5.20847,10000,589824,16
5.21465,10000,589824,16
5.24077,10000,589824,16
5.21273,10000,589824,16
52.0017,100000,589824,16
52.0846,100000,589824,16
51.918,100000,589824,16
51.9352,100000,589824,16
51.84,100000,589824,16
52.1785,100000,589824,16
51.9696,100000,589824,16
51.897,100000,589824,16
51.8775,100000,589824,16
51.9834,100000,589824,16
