0.006649,10,49152,1
0.006607,10,49152,1
0.006606,10,49152,1
0.006633,10,49152,1
0.006564,10,49152,1
0.006594,10,49152,1
0.006595,10,49152,1
0.006617,10,49152,1
0.006587,10,49152,1
0.006644,10,49152,1
0.066098,100,49152,1
0.066589,100,49152,1
0.066586,100,49152,1
0.066008,100,49152,1
0.065953,100,49152,1
0.066433,100,49152,1
0.066019,100,49152,1
0.065935,100,49152,1
0.065925,100,49152,1
0.065845,100,49152,1
0.660516,1000,49152,1
0.660776,1000,49152,1
0.660355,1000,49152,1
0.666281,1000,49152,1
0.661867,1000,49152,1
0.661082,1000,49152,1
0.661539,1000,49152,1
0.662543,1000,49152,1
0.661752,1000,49152,1
0.660038,1000,49152,1
6.657890,10000,49152,1
6.614356,10000,49152,1
6.627605,10000,49152,1
6.616212,10000,49152,1
6.672778,10000,49152,1
6.619497,10000,49152,1
6.615942,10000,49152,1
6.619561,10000,49152,1
6.619228,10000,49152,1
6.617961,10000,49152,1
66.214819,100000,49152,1
66.580403,100000,49152,1
66.389894,100000,49152,1
66.321370,100000,49152,1
66.289707,100000,49152,1
66.287694,100000,49152,1
66.273983,100000,49152,1
66.290031,100000,49152,1
66.258452,100000,49152,1
66.119269,100000,49152,1
