0.00970019,10,196608,4
0.00932768,10,196608,4
0.011506,10,196608,4
0.010788,10,196608,4
0.00883687,10,196608,4
0.010138,10,196608,4
0.00965715,10,196608,4
0.00998307,10,196608,4
0.0100226,10,196608,4
0.00914471,10,196608,4
0.0752513,100,196608,4
0.0753631,100,196608,4
0.074478,100,196608,4
0.0730541,100,196608,4
0.0734242,100,196608,4
0.0740516,100,196608,4
0.0756628,100,196608,4
0.0749524,100,196608,4
0.0740314,100,196608,4
0.0747718,100,196608,4
0.719691,1000,196608,4
0.714856,1000,196608,4
0.720216,1000,196608,4
0.713112,1000,196608,4
0.714846,1000,196608,4
0.709998,1000,196608,4
0.712847,1000,196608,4
0.713785,1000,196608,4
0.709743,1000,196608,4
0.709282,1000,196608,4
7.08135,10000,196608,4
7.05729,10000,196608,4
7.09807,10000,196608,4
7.08163,10000,196608,4
7.10139,10000,196608,4
7.0546,10000,196608,4
7.07927,10000,196608,4
7.04425,10000,196608,4
7.03917,10000,196608,4
7.10929,10000,196608,4
71.0391,100000,196608,4
70.5813,100000,196608,4
70.859,100000,196608,4
71.0332,100000,196608,4
70.8426,100000,196608,4
70.2359,100000,196608,4
70.3404,100000,196608,4
70.9611,100000,196608,4
71.2244,100000,196608,4
70.6358,100000,196608,4
